Unidade,Curso,Vagas,LB_PPI,LB_Q,LB_PCD,LB_EP,LI_PPI,LI_Q,LI_PCD,LI_EP,AC,Insc.,1ª Op.,2ª Op.,3ª Op.,Insc. / Vagas,Insc. Válidas.,Insc. Vál. / Vagas,Timestamp,Modalidade,Todas Op.,1ª Op. / Vagas,1ª Op. Homolog.,1ª Op. Homolog. / Vagas
Congonhas,Técnico Integrado em Mineração (INT),35,47,0,2,38,73,0,3,78,111,,130,144,104,,,,2025-08-28 22:00:44.133783,INT,378.0,3.71,52.0,1.49
Formiga,Técnico Integrado em Administração (INT),40,4,0,0,18,13,0,1,43,51,,59,39,33,,,,2025-08-28 22:00:44.133783,INT,131.0,1.48,21.0,0.53
Formiga,Técnico Integrado em Eletrotécnica (INT),35,3,0,0,13,11,0,0,33,40,,15,35,51,,,,2025-08-28 22:00:44.133783,INT,101.0,0.43,4.0,0.11
Formiga,Técnico Integrado em Informática (INT),40,4,0,0,14,13,0,1,41,52,,65,48,13,,,,2025-08-28 22:00:44.133783,INT,126.0,1.63,25.0,0.63
Governador Valadares,Técnico Integrado em Edificações (INT),40,43,0,4,25,79,0,0,76,188,,132,122,172,,,,2025-08-28 22:00:44.133783,INT,426.0,3.3,59.0,1.48
Governador Valadares,Técnico Integrado em Meio Ambiente (INT),40,42,0,4,31,81,0,0,75,196,,168,157,119,,,,2025-08-28 22:00:44.133783,INT,444.0,4.2,72.0,1.8
Governador Valadares,Técnico Integrado em Segurança do Trabalho (INT),40,48,0,4,30,84,0,0,76,200,,195,165,93,,,,2025-08-28 22:00:44.133783,INT,453.0,4.88,82.0,2.05
Ibirité,Técnico Integrado em Automação Industrial (INT),40,56,0,1,53,63,0,1,71,224,,119,168,195,,,,2025-08-28 22:00:44.133783,INT,482.0,2.98,44.0,1.1
Ibirité,Técnico Integrado em Informática (INT),40,67,0,1,70,72,0,1,78,273,,321,170,91,,,,2025-08-28 22:00:44.133783,INT,582.0,8.03,102.0,2.55
Ibirité,Técnico Integrado em Mecatrônica (INT),40,56,0,1,47,59,0,1,72,215,,152,180,134,,,,2025-08-28 22:00:44.133783,INT,466.0,3.8,56.0,1.4
Ibirité,Técnico Integrado em Sistemas de Energia Renovável (INT),40,46,0,0,43,41,0,0,47,176,,93,121,151,,,,2025-08-28 22:00:44.133783,INT,365.0,2.33,34.0,0.85
Ipatinga,Técnico Integrado em Automação Industrial (INT),40,58,0,3,40,87,0,2,129,154,,324,163,0,,,,2025-08-28 22:00:44.133783,INT,487.0,8.1,104.0,2.6
Ipatinga,Técnico Integrado em Eletrotécnica (INT),40,55,0,3,38,86,0,2,118,145,,184,277,0,,,,2025-08-28 22:00:44.133783,INT,461.0,4.6,54.0,1.35
Itabirito,Técnico Integrado em Automação Industrial (INT),70,23,0,2,12,38,0,4,50,57,,199,0,0,,,,2025-08-28 22:00:44.133783,INT,199.0,2.84,62.0,0.89
Conselheiro Lafaiete,Técnico Integrado em Eletrotécnica (INT),40,31,1,2,22,57,0,1,89,74,,193,112,0,,,,2025-08-28 22:00:44.133783,INT,305.0,4.83,80.0,2.0
Conselheiro Lafaiete,Técnico Integrado em Mecânica (INT),40,31,1,2,23,53,0,1,83,72,,128,163,0,,,,2025-08-28 22:00:44.133783,INT,291.0,3.2,50.0,1.25
Ouro Branco,Técnico Integrado em Administração (INT),35,29,0,0,35,60,1,4,125,185,,230,175,71,,,,2025-08-28 22:00:44.133783,INT,476.0,6.57,114.0,3.26
Ouro Branco,Técnico Integrado em Informática (INT),35,29,0,0,36,62,1,3,116,184,,210,189,69,,,,2025-08-28 22:00:44.133783,INT,468.0,6.0,100.0,2.86
Ouro Branco,Técnico Integrado em Metalurgia (INT),35,27,0,0,32,53,1,3,106,142,,73,99,224,,,,2025-08-28 22:00:44.133783,INT,396.0,2.09,26.0,0.74
Ouro Preto,Técnico Integrado em Administração (INT),60,69,1,0,29,86,1,0,84,182,,244,146,99,,,,2025-08-28 22:00:44.133783,INT,489.0,4.07,101.0,1.68
Ouro Preto,Técnico Integrado em Automação Industrial (INT),80,51,1,0,27,88,0,0,83,162,,196,142,109,,,,2025-08-28 22:00:44.133783,INT,447.0,2.45,98.0,1.23
Ouro Preto,Técnico Integrado em Edificações (INT),90,48,0,0,24,82,0,0,92,184,,143,178,142,,,,2025-08-28 22:00:44.133783,INT,463.0,1.59,66.0,0.73
Ouro Preto,Técnico Integrado em Metalurgia (INT),90,40,0,0,17,73,0,0,67,113,,58,99,165,,,,2025-08-28 22:00:44.133783,INT,322.0,0.64,22.0,0.24
Ouro Preto,Técnico Integrado em Mineração (INT),90,71,1,0,27,114,1,0,110,188,,154,194,195,,,,2025-08-28 22:00:44.133783,INT,543.0,1.71,53.0,0.59
Piumhi,Técnico Integrado em Edificações (INT),80,6,0,0,8,10,0,0,25,28,,80,0,0,,,,2025-08-28 22:00:44.133783,INT,80.0,1.0,43.0,0.54
Ponte Nova,Técnico Integrado em Administração (INT),40,88,0,2,41,84,1,3,110,125,,247,267,0,,,,2025-08-28 22:00:44.133783,INT,514.0,6.18,61.0,1.53
Ponte Nova,Técnico Integrado em Informática (INT),75,90,0,2,40,91,1,2,117,136,,322,216,0,,,,2025-08-28 22:00:44.133783,INT,538.0,4.29,117.0,1.56
Ribeirão das Neves,Técnico Integrado em Administração (INT),70,129,1,4,80,145,0,5,123,348,,390,263,211,,,,2025-08-28 22:00:44.133783,INT,864.0,5.57,128.0,1.83
Ribeirão das Neves,Técnico Integrado em Eletroeletrônica (INT),35,106,1,3,68,137,0,3,101,301,,116,269,366,,,,2025-08-28 22:00:44.133783,INT,751.0,3.31,38.0,1.09
Ribeirão das Neves,Técnico Integrado em Informática (INT),70,137,1,5,86,151,0,4,118,351,,441,325,124,,,,2025-08-28 22:00:44.133783,INT,890.0,6.3,139.0,1.99
Sabará,Técnico Integrado em Administração (INT),35,87,0,5,53,98,1,4,121,315,,310,153,244,,,,2025-08-28 22:00:44.133783,INT,707.0,8.86,94.0,2.69
Sabará,Técnico Integrado em Eletrônica (INT),70,89,0,4,49,94,1,3,111,293,,193,246,228,,,,2025-08-28 22:00:44.133783,INT,667.0,2.76,59.0,0.84
